station,epoch,unit,component,group,loss_n,loss_mean,loss_median,loss_min,loss_max,grad_norm_n,grad_norm_mean,grad_norm_median,grad_norm_min,grad_norm_max,ratio_base_n,ratio_base_mean,ratio_base_median,ratio_base_min,ratio_base_max,ratio_dual_base_n,ratio_dual_base_mean,ratio_dual_base_median,ratio_dual_base_min,ratio_dual_base_max,cosine_base_n,cosine_base_mean,cosine_base_median,cosine_base_min,cosine_base_max,cosine_dual_base_n,cosine_dual_base_mean,cosine_dual_base_median,cosine_dual_base_min,cosine_dual_base_max
Battery,50,accum4,body,shared,4,0.001918768793984782,0.0018833553331205621,0.001793707109754905,0.0021146573999430984,4,0.02091752298137413,0.020963275987284445,0.01922959709764086,0.022513942853286773,4,0.9626739091585506,0.9670285263375734,0.9280796620260674,0.9885589219329879,4,0.4474085790832477,0.4566119257573421,0.3951630801654651,0.48124738465284145,4,0.9927638957749556,0.9921773735469899,0.987334963459116,0.9993658725467266,4,0.9671445631535057,0.9647445922410971,0.9459145944664847,0.9931744736653442
Battery,50,accum4,body,temporal,4,0.001918768793984782,0.0018833553331205621,0.001793707109754905,0.0021146573999430984,4,0.00020218787708533982,0.00019696719773280066,0.00019131258306392306,0.0002235045298118349,4,0.974350393616287,0.980357914160578,0.9479937345360316,0.9886920116079604,4,0.4599221061515257,0.46889199922817054,0.4172486733743717,0.4846557527753899,4,0.9970812329772525,0.9980277504318708,0.9923527081791198,0.9999167228661483,4,0.9875888427728962,0.9868543715827761,0.9791351874275914,0.9975114404984408
Battery,50,accum4,dual_base,excess,4,0.004866951290750876,0.004782494739629328,0.004553948296234012,0.005348867387510836,4,0.001659420855883068,0.0010463001866331564,0.00017065207274495517,0.004374430977521004,4,2.9680665242739943,3.089037804800034,1.668582972604687,4.025607514891222,4,1.0,1.0,1.0,1.0,4,0.8343423225975936,0.9526301809227704,0.432383179862985,0.9997257486818484,4,1.0,0.9999999999999998,0.9999999999999998,1.0000000000000004
Battery,50,accum4,dual_base,full,4,0.004866951290750876,0.004782494739629328,0.004553948296234012,0.005348867387510836,4,0.05250905774457793,0.05166436516307729,0.0501362751457157,0.05657122550644143,4,2.1288895823869756,2.0936521665813514,2.041860623388433,2.2863933729967663,4,1.0,1.0,1.0,1.0,4,0.990228065135238,0.992044520126431,0.9800437060581102,0.9967795142299798,4,0.9999999999999999,1.0,0.9999999999999997,1.0
Battery,50,accum4,dual_base,shared,4,0.004866951290750876,0.004782494739629328,0.004553948296234012,0.005348867387510836,4,0.04683890907616715,0.04696261495885902,0.04454297422674912,0.04888743216020142,4,2.1596705578595055,2.1179617698494333,2.054159572516133,2.348599119223021,4,1.0,1.0,1.0,1.0,4,0.9889106019321378,0.9904500857012607,0.9787168275721303,0.9960254087538996,4,1.0,1.0,1.0,1.0000000000000002
Battery,50,accum4,dual_base,temporal,4,0.004866951290750876,0.004782494739629328,0.004553948296234012,0.005348867387510836,4,0.00043992823540900183,0.0004419375024910659,0.00041467652769105567,0.0004611614089628198,4,2.1234402441854403,2.092570144677995,2.0366093065719744,2.272011380813798,4,1.0,1.0,1.0,1.0,4,0.9962301852071163,0.9969298782332325,0.992728780317033,0.9983322040449669,4,1.0,1.0,0.9999999999999999,1.0000000000000002
Battery,50,accum4,excess,excess,4,0.0001241253355601657,0.00012177653161415947,0.00010196835501119494,0.0001509799240011489,4,0.0005900580110765915,0.0003854516224522981,7.800622781911375e-05,0.0015113225715826565,4,1.1095605920421512,1.078058150177269,0.7627206713780923,1.5194053964359746,4,0.3832158141628526,0.36513316664713663,0.3454900944486099,0.45710682890852716,4,0.656415497604053,0.9000062615153498,-0.1737833510660503,0.999432818451563,4,0.9479775693275271,0.9895868395974855,0.8127908452352897,0.999945752879848
Battery,50,accum4,excess,full,4,0.0001241253355601657,0.00012177653161415947,0.00010196835501119494,0.0001509799240011489,4,0.002162181332788434,0.0020446015972350427,0.000631834847347069,0.0039276872893365825,4,0.08614450585128555,0.08732697567409373,0.025479324634123175,0.14444474742283156,4,0.040368558433168875,0.039783342515872434,0.012478483762442448,0.0694290649384882,4,0.2721142813117887,0.24812000246907318,0.17572010195095442,0.416497018358054,4,0.36703952283269153,0.34834614569419686,0.21716251549435675,0.5543032844480157
Battery,50,accum4,excess,shared,4,0.0001241253355601657,0.00012177653161415947,0.00010196835501119494,0.0001509799240011489,4,0.0020652673100867653,0.002004395724818098,0.0006270010388695752,0.0036252767518412904,4,0.09402570033702537,0.09561466386755196,0.028915001935323106,0.15595847167767446,4,0.04341172586857457,0.04270749423543212,0.014076317303774611,0.07415559769965946,4,0.30996145427853555,0.28562305414294314,0.20260307455978308,0.4659966342684729,4,0.4098472174864978,0.3937818057712398,0.24837383397628252,0.603451424427229
Battery,50,accum4,excess,temporal,4,0.0001241253355601657,0.00012177653161415947,0.00010196835501119494,0.0001509799240011489,4,1.2675807018529992e-05,1.0505401925478912e-05,1.7822220394502542e-06,2.7910202183711886e-05,4,0.05930041291004408,0.052593902055601494,0.008755100350854937,0.1232587471781184,4,0.02826445204542634,0.02417319891327458,0.004189862712035668,0.060521547643120524,4,0.31399063892958956,0.26089949794706235,0.13330790686044805,0.6008556529637854,4,0.388385524058695,0.3242237853422374,0.2129199532924782,0.692174572257827
Battery,50,accum4,gate,excess,4,0.0012619104491022881,0.0013104237441439182,0.0010152735485462472,0.001411520759575069,4,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0,,,,,0,,,,
Battery,50,accum4,gate,full,4,0.0012619104491022881,0.0013104237441439182,0.0010152735485462472,0.001411520759575069,4,0.012697531839037692,0.01008051395249052,0.008153790780665393,0.022475308670504335,4,0.5269758645615498,0.4145662976038152,0.30358146899348387,0.9751893940450846,4,0.24273714433705404,0.19925496828317676,0.1459199998679817,0.42651864091388086,4,0.3038367757711288,0.26153652140848715,0.21631745274260417,0.47595660752493657,4,0.4186622597862194,0.3709571160793586,0.29295212629367995,0.6397826806924806
Battery,50,accum4,gate,shared,4,0.0012619104491022881,0.0013104237441439182,0.0010152735485462472,0.001411520759575069,4,0.012589335173704157,0.01003427348368076,0.008032976137115256,0.022255817590339847,4,0.5891198136093974,0.4641689110784608,0.3540070360956097,1.074134396185058,4,0.26689807472996807,0.22095843937441054,0.16832431780820528,0.45735110236284604,4,0.34614302842128586,0.29975453440471067,0.2508471061063918,0.5342159387693304,4,0.4673052275118436,0.41956630627691044,0.3351680638686722,0.6949202336248814
